region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
Japan,Historical,EV stock,Vans,BEV,2013,Vehicles,5400.0,39756.0,474.0,6.31,2533.0,480.26,43.0,90.72,1747.0223821675784,4.524577509211708,275.0,55956.0
Japan,Historical,EV sales,Cars,FCEV,2013,Vehicles,4.0,63500.0,290.0,10.59,1277.2043330789638,81.43,85.0,293.1,1939.0,4.525594864569256,213.0,34349.0
Japan,Historical,EV stock,Cars,BEV,2013,Vehicles,44000.0,43128.0,141.0,11.85,2721.0,153.46,34.43571898496258,234.04,1347.0,6.0,249.0,60418.0
Japan,Historical,EV sales,Cars,BEV,2013,Vehicles,15000.0,58916.0,577.0,10.48,4686.0,1081.53,94.0,194.66272972176154,2110.0,4.0,186.4172352871841,50166.802567598475
Japan,Historical,EV sales,Cars,PHEV,2013,Vehicles,14000.0,55068.61553664725,266.0,9.18,2612.2940413341785,275.68,85.0,375.4888076329717,1462.0,7.0,192.0,78110.0
Japan,Historical,EV stock,Cars,PHEV,2013,Vehicles,25000.0,61883.0,364.24297070104336,8.46,564.0,67.23,96.0,322.15,2116.0,7.0,232.0,7809.0
Japan,Historical,EV charging points,EV,Publicly available fast,2013,charging points,1800.0,58692.0,159.0,5.03,4219.0,268.33,76.0,477.99,1747.027504169522,5.0,288.0,1172.0
Japan,Historical,EV stock share,Cars,EV,2013,percent,0.119999997317791,78391.0,302.0,8.64,4960.0,599.17,31.0,102.65,1011.0,7.0,121.0,1340.0
Japan,Historical,EV sales share,Cars,EV,2013,percent,0.540000021457672,79683.0,457.59956288217705,1.86,4442.0,732.6695171217643,61.0,101.84,1625.0,2.0,87.0,38107.0
Japan,Historical,EV sales share,Vans,EV,2013,percent,0.310000002384186,68059.0,258.0,2.37,2775.0,286.38,93.0,360.47,1135.0,6.0,116.0,58284.0
Japan,Historical,EV stock share,Vans,EV,2013,percent,0.03999999910593,79429.0,189.0,6.465595255239945,2727.0,213.4075983298987,70.0,370.37,1751.1679990696325,2.0,291.0,39867.0
Japan,Historical,EV sales share,Buses,EV,2013,percent,0.061999998986721,66121.0,195.0,6.435366184465158,2824.276813729204,239.93,52.0,302.68203942142856,1750.0812075912338,3.0,97.0,54456.0
Japan,Historical,EV stock share,Buses,EV,2013,percent,0.005799999926239,77723.0,115.0,8.82,2787.479374678719,147.48,36.40930028450609,260.87,2213.0,4.54281770878276,161.0,50161.46314853948
Japan,Historical,EV sales,Vans,BEV,2013,Vehicles,2100.0,55384.28692006202,382.0,6.440516856277548,4512.0,689.43,66.1283724961835,227.75,1501.0,4.0,198.0,12217.0
Japan,Historical,EV sales,Buses,BEV,2013,Vehicles,7.0,65036.0,180.0,10.21,3196.0,230.11,56.0,311.11,1005.0,7.0,260.0,26471.0
Japan,Historical,EV stock,Buses,BEV,2013,Vehicles,13.0,44321.0,265.0,11.27,2515.3619760016077,251.9455331865093,47.0,177.36,1295.0,7.0,124.0,50171.56582191196
Japan,Historical,EV stock,Buses,BEV,2014,Vehicles,19.0,49931.0,197.0,3.2,2779.0,218.99,65.0,329.95,2110.0,3.0,187.08039147456194,50169.84427754962
Japan,Historical,EV sales,Buses,BEV,2014,Vehicles,6.0,50172.0,447.0,1.23,2044.0,365.47,29.0,64.88,1797.0,4.544570770458733,277.0,42700.0
Japan,Historical,EV sales,Vans,BEV,2014,Vehicles,1000.0,53662.0,429.0,3.34,3368.0,548.5783792043126,76.0,177.16,1748.3313201457504,4.0,238.0,50168.60839248179
Japan,Historical,EV stock share,Buses,EV,2014,percent,0.008399999700487,51624.0,267.0,3.58,2534.0625940603454,255.34733588136652,48.0,179.78,1127.0,4.478625316977189,109.0,2056.0
Japan,Historical,EV sales share,Buses,EV,2014,percent,0.050000000745058,39929.0,391.9638034850076,8.32,650.0,127.14,54.567739098083166,159.51,1553.0,4.0,267.0,4426.0
Japan,Historical,EV stock share,Vans,EV,2014,percent,0.048000000417233,78897.0,297.0,7.52,1265.0,116.4121513300392,65.0,276.4600634876764,1122.0,5.0,293.0,95869.0
Japan,Historical,EV sales share,Vans,EV,2014,percent,0.150000005960464,50352.0,169.0,7.3,2550.436472424305,167.11,65.0,384.62,1482.0,4.48749592263096,280.0,30493.0
Japan,Historical,EV sales share,Cars,EV,2014,percent,0.610000014305115,45280.0,363.0,10.12,2984.0,433.28,48.0,132.23,1746.9236961625254,2.0,167.0,36917.0
Japan,Historical,EV stock share,Cars,EV,2014,percent,0.189999997615814,54740.080207667575,566.0,7.26,163.0,36.9,22.0,38.87,1219.0,4.0,260.0,50168.810267827925
Japan,Historical,EV charging points,EV,Publicly available fast,2014,charging points,2900.0,67471.0,339.0,1.94,1789.7039180839877,226.72,29.0,85.55,1781.0,7.0,209.0,86326.0
Japan,Historical,EV charging points,EV,Publicly available slow,2014,charging points,8600.0,64026.0,474.0,3.84,1330.0,252.17,64.6075223872036,143.46,1632.0,4.511995163041393,177.0,18046.0
Japan,Historical,EV stock,Cars,PHEV,2014,Vehicles,41000.0,56619.0,534.0,11.41,3764.0,803.99,85.0,159.18,1098.0,6.0,223.0,24256.0
Japan,Historical,EV sales,Cars,PHEV,2014,Vehicles,16000.0,38242.0,415.0907244030988,2.75,691.0,129.08,58.0,124.2,1469.0,4.0,187.9968986284723,13793.0
Japan,Historical,EV sales,Cars,BEV,2014,Vehicles,16000.0,54981.92924186437,253.0,7.15,1786.0,180.74,49.0,193.68,1378.0,4.480908938042005,76.0,41327.0
Japan,Historical,EV stock,Cars,BEV,2014,Vehicles,70000.0,73963.0,256.0,11.48,2422.0,248.01,55.466816438497375,261.72,1918.0,4.5084146325012355,185.4523005356274,50162.65103191442
Japan,Historical,EV sales,Cars,FCEV,2014,Vehicles,7.0,54648.81828501274,566.0,2.15,-569.0070941572721,91.92,82.0,144.88,2171.0,5.0,145.0,58857.0
Japan,Historical,EV stock,Vans,BEV,2014,Vehicles,6400.0,36758.0,580.0,6.73,3851.0,893.43,86.0,148.28,2389.0,7.0,210.0,5141.0
Japan,Historical,EV stock,Vans,BEV,2015,Vehicles,7300.0,66027.0,245.0,5.51,3333.0,326.63,63.0,257.14,1013.0,2.0,288.0,50164.88027921461
Japan,Historical,EV sales,Cars,FCEV,2015,Vehicles,390.0,75819.0,287.0,11.79,3286.0,386.4728775369678,21.0,73.17,1200.0,2.0,100.0,4780.0
Japan,Historical,EV stock,Cars,BEV,2015,Vehicles,79000.0,55201.092617413284,315.79132109032224,4.58,3238.0,411.87,53.0,214.84870686383692,1747.623308839116,3.0,205.0,24558.0
Japan,Historical,EV sales,Cars,BEV,2015,Vehicles,10000.0,56257.0,417.0,8.21,2812.0,469.04,67.0,196.95476790867866,1019.0,3.0,260.0,50167.90911162809
Japan,Historical,EV stock,Cars,FCEV,2015,Vehicles,400.0,70635.0,370.0,11.5,990.3711733835212,117.81,87.0,235.14,1750.3282986145823,2.0,76.0,37330.0
Japan,Historical,EV stock,Cars,PHEV,2015,Vehicles,55000.0,37091.0,342.2947570086703,6.528052183724253,3319.0,440.76,32.0,96.39,1824.0,6.0,187.95366264388866,63955.0
Japan,Historical,EV sales,Cars,PHEV,2015,Vehicles,14000.0,35195.0,587.0,2.58,3832.0,797.742012984947,37.0,63.03,1535.0,6.0,168.0,5172.0
Japan,Historical,EV charging points,EV,Publicly available fast,2015,charging points,6000.0,71500.0,122.0,6.3923530271175215,574.0,28.01,55.0,389.3549121338676,1317.0,4.419112283274011,126.0,50163.69705001351
Japan,Historical,EV charging points,EV,Publicly available slow,2015,charging points,16000.0,61203.0,388.0,4.97,2098.0,325.61,83.0,213.92,1463.0,5.0,267.0,12554.0
Japan,Historical,EV stock share,Cars,EV,2015,percent,0.219999998807907,38790.0,539.0,6.11,232.0,50.02,69.0,128.01,1296.0,7.0,78.0,50173.611505924375
Japan,Historical,EV sales share,Cars,EV,2015,percent,0.519999980926514,73177.0,303.0,8.51,2177.0,263.85,47.0,203.84547588411212,1512.0,2.0,103.0,83077.0
Japan,Historical,EV sales share,Vans,EV,2015,percent,0.129999995231628,44702.0,175.0,6.06,780.0,54.6,63.0,360.0,1968.0,4.0,187.5414729733859,29060.0
Japan,Historical,EV stock share,Vans,EV,2015,percent,0.054000001400709,55045.43609890699,529.0,9.07,2109.0,446.26,55.0,103.97,1241.0,5.0,186.76646508789705,10860.0
Japan,Historical,EV sales share,Buses,EV,2015,percent,0.014999999664724,50964.0,384.0,11.8,2730.0,419.33,25.0,52.50842291183835,2338.0,5.0,283.0,39660.0
Japan,Historical,EV stock share,Buses,EV,2015,percent,0.009200000204146,46793.0,480.0,11.86,5476.213531513886,949.25,68.0,141.67,1647.0,5.0,187.17080378136302,50170.323609188905
Japan,Historical,EV sales,Vans,BEV,2015,Vehicles,830.0,54920.0,320.0,9.89,4492.0,574.98,66.0,206.25,2153.0,4.503100951578412,80.0,50168.049449923434
Japan,Historical,EV sales,Buses,BEV,2015,Vehicles,2.0,72153.0,139.0,2.72,2847.3134028477634,205.22,87.0,625.9,1752.1372864930795,7.0,185.52850264850719,91892.0
Japan,Historical,EV stock,Buses,BEV,2015,Vehicles,21.0,61390.0,239.0,1.98,1153.0,110.23,50.0,209.21,1357.0,6.0,186.37936166940054,86530.0
Japan,Historical,EV stock,Buses,BEV,2016,Vehicles,29.0,37829.0,445.0,10.5,3018.0,520.9608376102897,35.0,78.65,1363.0,5.0,184.0,7783.0
Japan,Historical,EV sales,Buses,BEV,2016,Vehicles,8.0,35002.0,512.0,11.45,4208.0,861.8,78.0,176.0374147522762,1475.0,4.424033260936865,178.0,50174.08856134342
Japan,Historical,EV sales,Vans,BEV,2016,Vehicles,320.0,64200.0,315.0,10.15,1260.0,124.12482548698148,92.0,292.06,2011.0,7.0,286.0,50165.790610849115
Japan,Historical,EV stock share,Buses,EV,2016,percent,0.012000000104308,43548.0,244.0,2.73,2505.5056386998367,231.40835303618718,55.0,225.41,1049.0,4.0,187.5115849016664,83328.0
Japan,Historical,EV sales share,Buses,EV,2016,percent,0.052000001072884,64628.0,191.0,6.457414869998611,2012.0,153.72,45.0,235.6,2301.0,7.0,190.0,50165.541096822766
Japan,Historical,EV stock share,Vans,EV,2016,percent,0.057000000029802,68833.0,543.0,7.52,4273.0,928.1,76.0,139.96,437.461739826264,5.0,185.69398333181934,79147.0
Japan,Historical,EV sales share,Vans,EV,2016,percent,0.050999999046326,79815.0,221.0,1.84,3746.0,331.15,57.0,292.37330126287526,2197.0,4.0,102.0,50160.67033353657
Japan,Historical,EV sales share,Cars,EV,2016,percent,0.509999990463257,47847.0,158.0,7.22,4352.0,275.05,62.0,392.41,1380.0,4.513105414201174,290.0,69042.0
Japan,Historical,EV stock share,Cars,EV,2016,percent,0.25,43142.0,297.5520525352644,9.23,1703.6221154148657,172.11,69.0,292.15990244652943,1981.0,2.0,187.62908932455684,87549.0
Japan,Historical,EV charging points,EV,Publicly available fast,2016,charging points,7100.0,33183.0,244.7980725934537,2.13,1620.0,132.19,99.0,485.29,1700.0,4.450244983322085,188.27581259558798,43063.0
Japan,Historical,EV charging points,EV,Publicly available slow,2016,charging points,17000.0,70098.0,240.91915731805688,6.4622990390865445,4155.0,402.2,73.0,301.65,1601.0,5.0,211.0,11104.0
Japan,Historical,EV sales,Cars,PHEV,2016,Vehicles,9400.0,47684.0,164.0,7.45,1871.0,122.74,91.0,554.88,1251.0,5.0,187.22488021066758,12409.0
Japan,Historical,EV stock,Cars,PHEV,2016,Vehicles,65000.0,73290.0,179.0,7.43,2420.45903961087,153.94,43.0,240.22,1751.1725969940444,4.523685556230955,176.0,58853.0
Japan,Historical,EV stock,Cars,FCEV,2016,Vehicles,1400.0,39008.0,113.0,6.524045576851932,2515.0,113.68,66.5369755994427,433.63,1307.0,4.456265159543705,187.78533785227748,13257.0
Japan,Historical,EV sales,Cars,BEV,2016,Vehicles,15000.0,63704.0,366.2465122824131,5.73,3523.93217310378,526.94,22.0,53.963314247779664,1850.0,7.0,96.0,16242.0
Japan,Historical,EV stock,Cars,BEV,2016,Vehicles,88000.0,54802.79186760987,474.0042338103681,6.99,825.0,238.64637332533783,48.26877129862777,63.87,1505.0,3.0,268.0,93513.0
Japan,Historical,EV sales,Cars,FCEV,2016,Vehicles,1100.0,76291.0,547.0,6.338877316155811,4724.0,1033.61,86.0,157.22,1696.0,3.0,164.0,88869.0
Japan,Historical,EV stock,Vans,BEV,2016,Vehicles,7600.0,69295.0,281.0,3.69,4905.0,551.32,69.28304309210334,309.61,1150.0,5.0,285.0,52842.0
Japan,Historical,EV stock,Vans,BEV,2017,Vehicles,7900.0,37393.0,571.0,9.23,1896.0,433.05,97.0,190.18381107614027,1587.0,3.0,188.00683736912882,14908.0
Japan,Historical,EV sales,Cars,FCEV,2017,Vehicles,850.0,64472.0,139.0,2.25,1998.5115365969946,59.94,74.0,532.37,1273.0,2.0,186.05827495401334,5245.0
Japan,Historical,EV stock,Cars,BEV,2017,Vehicles,100000.0,61838.0,469.0,2.27,808.0,151.58,41.0,43.7093893920665,2299.0,4.0,145.0,72542.0
Japan,Historical,EV sales,Cars,BEV,2017,Vehicles,18000.0,57661.0,404.0,11.17,3900.0,630.24,93.0,306.23362895468773,1162.0,6.0,274.0,6823.0
Japan,Historical,EV stock,Cars,FCEV,2017,Vehicles,2300.0,30357.0,554.0,6.449819727488548,3751.0,831.22,67.0,120.94,2043.0,2.0,188.4258728903074,50175.57233037447
Japan,Historical,EV stock,Cars,PHEV,2017,Vehicles,100000.0,62050.0,426.0,4.42,3635.1702514265353,611.74,67.89196587760127,204.23,1943.0,4.0,153.0,88941.0
Japan,Historical,EV sales,Cars,PHEV,2017,Vehicles,36000.0,55222.05145089584,260.0,3.32,3245.0,337.48,28.0,155.55470843670736,1746.7507264428689,6.0,160.0,102.0
Japan,Historical,EV charging points,EV,Publicly available fast,2017,charging points,7300.0,55356.24423007235,478.0,6.396093169808683,4426.783416561619,781.82,87.0,182.01,2393.0,2.0,126.0,47654.0
Japan,Historical,EV charging points,EV,Publicly available slow,2017,charging points,22000.0,70890.0,512.0,6.446560279816789,1557.0,318.87,65.0,126.95,1146.0,7.0,282.0,18768.0
Japan,Historical,EV stock share,Cars,EV,2017,percent,0.310000002384186,65311.0,487.0,5.86,1451.0,282.65,66.0,135.52,2293.0,5.0,274.0,66629.0
Japan,Historical,EV sales share,Cars,EV,2017,percent,1.20000004768372,47385.0,297.0,11.83,2148.314793162763,228.69,69.0,232.32,2242.0,4.548200832096132,259.0,10924.0
Japan,Historical,EV sales share,Vans,EV,2017,percent,0.050000000745058,52682.0,527.0,6.421539407179765,535.0,253.75387028948484,62.0,117.65,1292.0,7.0,107.0,66259.0
Japan,Historical,EV stock share,Vans,EV,2017,percent,0.059999998658896,54883.36433166275,315.0,5.21,896.0,112.9,68.61615837629303,295.24,1857.0,4.0,262.0,18602.0
Japan,Historical,EV sales share,Buses,EV,2017,percent,0.064000003039837,68089.0,271.0,8.24,2909.0508666125875,324.33,77.0,284.13,2027.0,3.0,229.0,73237.0
Japan,Historical,EV stock share,Buses,EV,2017,percent,0.012000000104308,69951.0,483.4686669330721,7.63,2040.0,451.25,53.0,95.84,1413.0,2.0,217.0,40174.0
Japan,Historical,EV sales,Vans,BEV,2017,Vehicles,320.0,63908.0,524.0,4.53,1066.0,223.43,81.0,154.58,1496.0,2.0,293.0,82773.0
Japan,Historical,EV sales,Buses,BEV,2017,Vehicles,10.0,45180.0,519.0,3.41,4114.0,854.07,53.43889871823252,65.51,1747.180955361126,4.474337584142977,231.0,50171.036962379425
Japan,Historical,EV stock,Buses,BEV,2017,Vehicles,29.0,36774.0,146.0,11.67,1815.0,106.0,61.0,417.81,1378.0,4.0,89.0,15572.0
Japan,Historical,EV stock,Buses,BEV,2018,Vehicles,39.0,55357.45828184238,283.0,8.72,4683.0,530.12,91.0,321.55,1749.3664129193353,3.0,208.0,79799.0
Japan,Historical,EV stock share,Cars,EV,2018,percent,0.360000014305115,47208.0,322.0,11.2,2761.0,355.62,60.0,186.34,2134.0,7.0,279.0,14374.0
Japan,Historical,EV sales,Buses,BEV,2018,Vehicles,10.0,52432.0,393.79782281087853,3.3,875.0,138.6,58.0,146.46,1674.0,4.0,205.0,11097.0
Japan,Historical,EV sales share,Trucks,EV,2018,percent,0.002799999900162,54758.41761373467,174.0,1.78,251.0,17.47,92.0,528.74,2046.0,3.0,150.0,71988.0
Japan,Historical,EV stock share,Trucks,EV,2018,percent,0.000440000003437,55074.85180104765,479.0,1.61,2703.992580958541,519.24,58.98688116440772,114.82,2032.0,6.0,186.78659709646263,90685.0
Japan,Historical,EV sales,Vans,BEV,2018,Vehicles,280.0,71645.0,377.0,5.57,4188.0,631.55,50.0,132.63,1852.0,3.0,227.0,98400.0
Japan,Historical,EV stock share,Buses,EV,2018,percent,0.017000000923872,72280.0,250.93727561873993,5.9,1595.512404144446,106.27,32.0,180.79,2170.0,7.0,161.0,50163.29983669626
Japan,Historical,EV sales share,Buses,EV,2018,percent,0.072999998927116,55408.625228055906,452.0,6.396674510335455,4829.0,873.08,82.0,181.42,2289.0,2.0,152.0,50167.84284159115
Japan,Historical,EV stock share,Vans,EV,2018,percent,0.061999998986721,62784.0,350.0,4.64,4167.0,583.38,85.0,313.05403247370657,1310.0,5.0,89.0,50165.72074286795
Japan,Historical,EV sales share,Vans,EV,2018,percent,0.03999999910593,43870.0,323.0,5.02,608.0,78.55,29.113388703129374,74.3,1783.0,4.0,187.62046288208938,8164.0
Japan,Historical,EV sales share,Cars,EV,2018,percent,1.10000002384186,54919.098744201714,243.0,6.422985068369562,1425.0,138.51,95.0,390.95,2198.0,4.0,83.0,74730.0
Japan,Historical,EV charging points,EV,Publicly available fast,2018,charging points,7700.0,52247.0,100.0,3.26,1183.0,47.32,55.0,550.0,1748.7109098696737,6.0,271.0,54534.0
Japan,Historical,EV charging points,EV,Publicly available slow,2018,charging points,22000.0,54833.942150026036,169.0,5.7,819.0,-90.18449507375482,26.0,153.85,1068.0,6.0,279.0,50168.67787560395
Japan,Historical,EV sales,Cars,PHEV,2018,Vehicles,23000.0,63770.0,275.0,10.87,2121.514321846997,202.62,92.0,334.55,2350.0,4.0,90.0,49739.0
Japan,Historical,EV stock,Cars,PHEV,2018,Vehicles,120000.0,60226.0,265.0,6.4816026414863375,3961.0,419.87,58.48946123431158,266.91543015827256,1927.0,6.0,134.0,95724.0
Japan,Historical,EV stock,Trucks,BEV,2018,Vehicles,5.0,38202.0,282.0,10.91,3425.0,386.34,46.28354149489398,191.49,1746.475030246801,3.0,187.8512523571629,50173.26521638998
Japan,Historical,EV sales,Trucks,BEV,2018,Vehicles,5.0,54912.02154230615,404.35246020556775,2.83,1025.0,215.25,32.0,67.04790619349407,2365.0,4.545422851083886,112.0,12171.0
Japan,Historical,EV stock,Cars,FCEV,2018,Vehicles,2900.0,55109.58431082251,514.0,4.41,2785.0,572.6,86.0,195.56451853585182,1753.0,4.0,186.75734511016938,58071.0
Japan,Historical,EV sales,Cars,BEV,2018,Vehicles,27000.0,65855.0,151.0,6.457423177125085,2386.0,126.97000192342495,88.0,476.636819472268,1626.0,2.0,136.0,75489.0
Japan,Historical,EV stock,Cars,BEV,2018,Vehicles,110000.0,74638.0,353.0,8.12,2644.0,365.5565149423989,66.0,186.97,1741.0,4.508896719989388,185.40329621498387,58389.0
Japan,Historical,EV sales,Cars,FCEV,2018,Vehicles,610.0,59988.0,504.0,4.61,2137.0,430.82,50.0,59.50571359159804,1687.0,4.0,186.4693452725343,87704.0
Japan,Historical,EV stock,Vans,BEV,2018,Vehicles,8200.0,45636.0,386.0,5.76,608.8687987460976,90.79,41.0,106.22,1749.140366039515,2.0,214.0,85687.0
Japan,Historical,EV stock,Vans,BEV,2019,Vehicles,8700.0,75045.0,197.0,4.86,2532.4100969591723,185.50117160193616,30.0,152.28,1290.0,3.0,107.0,50162.29782384457
Japan,Historical,EV sales,Cars,FCEV,2019,Vehicles,670.0,47930.0,381.0,5.32,3162.0,481.89,56.705664785604554,175.85,2394.0,3.0,231.0,71487.0
Japan,Historical,EV stock,Cars,BEV,2019,Vehicles,120000.0,40992.0,330.0,6.522132308886372,2295.0,295.2492963189415,51.0,154.55,2233.0,6.0,262.0,42388.0
Japan,Historical,EV sales,Cars,BEV,2019,Vehicles,21000.0,55278.05638926176,404.0,11.59,3910.0,631.86,45.0,111.39,2166.0,4.517154503921362,186.68941409977293,50168.03539643007
Japan,Historical,EV stock,Cars,FCEV,2019,Vehicles,3600.0,46599.0,478.42526689505814,6.495019530745074,2541.0,520.4,47.0,75.80386528535581,1486.0,2.0,254.0,72061.0
Japan,Historical,EV sales,Trucks,BEV,2019,Vehicles,50.0,65370.0,397.0,10.41,44.76790469090429,9.21,59.78080498206266,175.22014324739186,1937.0,5.0,173.0,50165.63725037472
Japan,Historical,EV stock,Trucks,BEV,2019,Vehicles,55.0,54948.70816328509,433.6457007159663,8.37,1836.0,302.57,91.0,220.87,1750.3412865300024,2.0,183.0,94298.0
Japan,Historical,EV stock,Cars,PHEV,2019,Vehicles,140000.0,31053.0,379.0,8.6,2423.612323216783,374.6,23.0,60.69,2394.0,4.5598174164578715,163.0,50175.593768897976
Japan,Historical,EV sales,Cars,PHEV,2019,Vehicles,18000.0,71917.0,267.0,6.396118042437759,884.0,32.045071757139,99.0,430.188427885977,1751.307569436571,4.0,95.0,59833.0
Japan,Historical,EV charging points,EV,Publicly available fast,2019,charging points,7900.0,69922.0,429.0,7.82,2956.0,507.25,74.0,172.49,2270.0,7.0,262.0,90082.0
Japan,Historical,EV charging points,EV,Publicly available slow,2019,charging points,23000.0,69044.0,253.0,4.35,2953.3782033638845,311.8,49.0,193.68,1492.0,2.0,180.0,50164.03916204758
Japan,Historical,EV sales share,Cars,EV,2019,percent,0.860000014305115,55290.36540803967,505.0,1.52,3957.4855568228204,736.49,90.0,178.22,2437.0,6.0,186.7049745978219,48420.0
Japan,Historical,EV sales share,Vans,EV,2019,percent,0.075000002980232,30977.0,474.0,6.506702797145044,1194.0,226.38,31.0,65.4,2281.0,6.0,162.0,57453.0
Japan,Historical,EV stock share,Vans,EV,2019,percent,0.06700000166893,70708.0,128.0,3.88,1821.0,93.24,86.0,490.30717479486157,1856.0,5.0,241.0,14813.0
Japan,Historical,EV sales share,Buses,EV,2019,percent,0.059000000357628,69198.0,157.0,9.73,2399.0,150.66,37.0,235.67,1671.0,5.0,267.0,65746.0
Japan,Historical,EV stock share,Buses,EV,2019,percent,0.019999999552965,52378.0,278.0,9.72,1245.687952280203,64.38,39.0,140.29,1203.0,3.0,288.0,8917.0
Japan,Historical,EV sales,Vans,BEV,2019,Vehicles,520.0,72227.0,421.0,7.74,4381.0,737.76,59.0,140.14,2135.0,7.0,98.0,99685.0
Japan,Historical,EV stock share,Trucks,EV,2019,percent,0.0046999999322,77703.0,129.0,6.37,2900.0,149.64,89.0,689.92,1751.2935646419212,4.396763753049021,111.0,50161.44904102196
Japan,Historical,EV sales share,Trucks,EV,2019,percent,0.027000000700355,48622.0,307.0,1.75,2887.031170308243,364.96,39.79902310629868,140.07,1748.8422134515356,4.0,252.0,78656.0
Japan,Historical,EV sales,Buses,BEV,2019,Vehicles,8.0,48052.0,337.0,5.68,194.0,8.210617421012273,46.0,136.5,2440.0,3.0,232.0,66610.0
Japan,Historical,EV stock share,Cars,EV,2019,percent,0.409999996423721,41857.0,522.0,6.390665315290405,4748.0,991.38,74.0,141.76,2247.0,2.0,99.0,75068.0
Japan,Historical,EV stock,Buses,BEV,2019,Vehicles,47.0,55196.00437526732,150.0,7.02,3376.0,202.56,23.54895370016986,160.0,1514.0,4.548666428306693,186.66055336072992,50168.14797600561
Japan,Historical,EV stock,Buses,BEV,2020,Vehicles,57.0,37617.0,222.0,6.512274826465849,2636.0,234.08,85.0,412.62143526236844,1490.0,3.0,135.0,73551.0
Japan,Historical,EV stock share,Cars,EV,2020,percent,0.449999988079071,57284.0,425.0,3.44,335.0,56.95,59.0,138.82,1979.0,2.0,83.0,47717.0
Japan,Historical,EV sales,Buses,FCEV,2020,Vehicles,100.0,39133.0,433.4640900410306,6.67,2069.0,393.11,57.80120424703131,147.37,1748.1920407292698,3.0,128.0,88322.0
Japan,Historical,EV stock,Buses,FCEV,2020,Vehicles,10.0,42649.0,598.0,11.71,2247.478451772856,586.76,29.0,48.49,1746.7369027054356,2.0,281.0,37047.0
Japan,Historical,EV sales,Buses,BEV,2020,Vehicles,10.0,41655.0,478.0,9.49,2472.619138426692,493.98617011691516,20.0,41.84,2470.0,7.0,189.0,50172.386508304866
Japan,Historical,EV sales share,Trucks,EV,2020,percent,0.021999999880791,54929.932925474735,481.3594144589267,7.71,1327.0,314.5746816482212,45.24729758482327,39.5,1736.0,4.0,186.84392718176633,28046.0
Japan,Historical,EV stock share,Trucks,EV,2020,percent,0.0046999999322,39673.0,445.0,6.491231680996348,958.0,232.74558986578785,43.0,96.63,1920.0,5.0,187.92780462918896,69508.0
Japan,Historical,EV sales,Vans,BEV,2020,Vehicles,1500.0,54777.92344820921,115.0,7.83,339.0,15.59,102.59198491161615,652.17,2166.0,4.39986961581703,172.0,67648.0
Japan,Historical,EV stock share,Buses,EV,2020,percent,0.025000000372529,79955.0,225.0,6.79,604.0,54.36,78.0,346.67,1751.7572981905473,4.0,77.0,44047.0
Japan,Historical,EV sales share,Buses,EV,2020,percent,0.109999999403954,66529.0,289.0,9.7,1792.0,207.16,26.0,89.97,1544.0,3.0,130.0,62429.0
Japan,Historical,EV stock share,Vans,EV,2020,percent,0.078000001609325,52964.0,435.0,1.29,2419.0,420.91,35.0,80.46,2149.0,4.0,108.0,88602.0
Japan,Historical,EV sales share,Vans,EV,2020,percent,0.239999994635582,55205.56489424507,164.0,6.4688304573803395,3265.020387892196,268.5,37.0,225.61,1447.0,4.0,108.0,20883.0
Japan,Historical,EV sales share,Cars,EV,2020,percent,0.75,34818.0,312.0,6.523677553478099,2473.0,308.63,92.0,294.87,1635.0,6.0,162.0,94427.0
Japan,Historical,EV charging points,EV,Publicly available fast,2020,charging points,7900.0,63803.0,359.2720061236606,6.50512222909647,3666.0,488.31,40.09219650118888,96.1,1192.0,7.0,211.0,99604.0
Japan,Historical,EV charging points,EV,Publicly available slow,2020,charging points,22000.0,59819.0,173.0,8.62,4183.0,289.46,25.0,144.51,1624.0,4.555957658189403,160.0,34390.0
Japan,Historical,EV sales,Cars,PHEV,2020,Vehicles,15000.0,70799.0,488.0,6.352689649498724,4401.0,859.08,37.0,75.82,1748.7880882797347,7.0,157.0,10832.0
Japan,Historical,EV stock,Cars,PHEV,2020,Vehicles,160000.0,55241.05870314938,106.0,2.73,3767.0,159.72,69.0,650.94,1749.2890297528234,6.0,102.0,73518.0
Japan,Historical,EV stock,Trucks,BEV,2020,Vehicles,55.0,55532.02311852955,593.0,4.27,5935.82556843449,1144.96,84.0,141.65,1780.0,5.0,141.0,75696.0
Japan,Historical,EV sales,Trucks,BEV,2020,Vehicles,35.0,71011.0,461.0,11.31,4678.0,862.62,28.0,60.74,1380.0,4.438362013239301,149.0,1099.0
Japan,Historical,EV stock,Cars,FCEV,2020,Vehicles,4100.0,53581.0,185.0,5.17,2136.0,158.06,55.783325146732,328.7740988920533,1770.0,3.0,240.0,57359.0
Japan,Historical,EV sales,Cars,BEV,2020,Vehicles,15000.0,75332.0,245.0,4.42,2525.0022607439837,237.42733297303738,27.0,110.2,1696.0,4.0,111.0,50162.216487527076
Japan,Historical,EV stock,Cars,BEV,2020,Vehicles,140000.0,55958.0,240.0,10.36,4175.0,400.8,44.0,183.33,1654.0,7.0,196.0,53697.0
