region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled,Vendedor,Región,Ventas,Costos,Fecha_Venta,Metodo_Pago,Ganancia,Rentabilidad,Costo_Por_Venta
Iceland,Historical,EV stock,Cars,BEV,2012,Vehicles,31.0,47855.0,412.0,8.04,2914.0,480.23,25.0,60.68,1746.930355853979,4.0,170.0,28162.0,Maria,Este,103,63.84856551639017,2024-09-29 22:05:04.294138,Tarjeta de Crédito,39.15143448360983,Baja,0.619888985596021
Iceland,Historical,EV stock,Cars,FCEV,2012,Vehicles,20.0,31186.0,214.0,2.52,1845.0,157.93,53.0,247.66,1645.0,5.0,143.0,35022.0,Maria,Norte,284,196.11761962036206,2024-09-23 22:05:04.294138,Transferencia,87.88238037963794,Baja,0.6905549986632467
Iceland,Historical,EV sales,Cars,PHEV,2012,Vehicles,9.0,79442.0,598.0,4.34,1223.0,432.4354992371103,64.0,107.02,2110.0,6.0,286.0,6029.0,Luis,Oeste,398,346.19798397112567,2024-09-25 22:05:04.294138,Efectivo,51.802016028874334,Baja,0.869844180831974
Iceland,Historical,EV stock,Cars,PHEV,2012,Vehicles,9.0,58698.0,451.0,7.31,1037.0,187.07,34.0,34.14993801654032,1750.7052298574547,4.0,285.0,87819.0,Ana,Este,468,363.1025001038598,2024-09-28 22:05:04.294138,Efectivo,104.89749989614018,Media,0.7758600429569654
Iceland,Historical,EV stock share,Cars,EV,2012,percent,0.018999999389052,54752.05343581629,550.0,6.496476828230861,139.0,30.58,62.0,112.73,2167.0,7.0,248.0,50168.82478230311,Pedro,Norte,276,236.60564111806818,2024-10-13 22:05:04.294138,Efectivo,39.39435888193182,Baja,0.8572668156451746
Iceland,Historical,EV sales share,Cars,EV,2012,percent,0.330000013113022,43844.0,359.84992930906134,9.99,3583.0,514.0317660635251,22.0,56.56,1747.1231774767632,3.0,187.47176186344123,50171.53352205778,Luis,Norte,316,263.7678755852096,2024-10-13 22:05:04.294138,Efectivo,52.232124414790405,Baja,0.8347084670418025
Iceland,Historical,EV sales,Cars,BEV,2012,Vehicles,17.0,55365.73040640845,363.0,6.474463332649026,4515.0,655.58,43.55899902807022,115.7,1984.0,4.52191726880329,224.0,42195.0,Carlos,Sur,100,82.47413482512067,2024-09-21 22:05:04.294138,Transferencia,17.52586517487933,Baja,0.8247413482512067
Iceland,Historical,EV sales,Cars,BEV,2013,Vehicles,80.0,63062.0,149.0,6.4262665621398165,264.0,15.73,89.0,597.32,1749.403112341941,4.0,283.0,33268.0,Carlos,Sur,330,265.73426031557943,2024-10-09 22:05:04.294138,Transferencia,64.26573968442057,Baja,0.8052553342896347
Iceland,Historical,EV sales share,Cars,EV,2013,percent,1.39999997615814,54873.68332418953,287.0,1.57,1196.0,137.3,39.0,135.89,2218.0,4.546996111857951,114.0,87166.0,Carlos,Este,304,184.74112621809442,2024-09-26 22:05:04.294138,Transferencia,119.25887378190558,Media,0.6077010730858369
Iceland,Historical,EV stock share,Cars,EV,2013,percent,0.06700000166893,32873.0,325.0,7.91,2258.0,294.2089518418367,39.0,155.15619878142576,2223.0,3.0,187.0,84933.0,Carlos,Este,119,102.67703019880223,2024-10-03 22:05:04.294138,Efectivo,16.32296980119777,Baja,0.8628321865445565
Iceland,Historical,EV stock,Cars,PHEV,2013,Vehicles,32.0,68621.0,151.0,6.459072980385648,2531.3597622258817,148.54318584113747,53.89356167617447,331.13,2224.0,3.0,185.80912732570107,47277.0,Pedro,Norte,417,254.56093994770987,2024-10-05 22:05:04.294138,Efectivo,162.43906005229013,Media,0.6104578895628534
Iceland,Historical,EV sales,Cars,PHEV,2013,Vehicles,23.0,48115.0,198.0,9.97,3268.0,258.83,56.0,282.83,1854.0,5.0,187.17775651660645,79399.0,Maria,Sur,243,211.1073160039018,2024-10-14 22:05:04.294138,Tarjeta de Crédito,31.892683996098214,Baja,0.8687543868473324
Iceland,Historical,EV stock,Cars,FCEV,2013,Vehicles,18.0,71079.0,243.0098558741352,3.56,1918.0349315107428,146.93,20.0,140.6909877415708,1336.0,4.515286312822357,150.0,66227.0,Maria,Norte,175,154.52916836041896,2024-10-16 22:05:04.294138,Transferencia,20.470831639581036,Baja,0.883023819202394
Iceland,Historical,EV stock,Cars,BEV,2013,Vehicles,110.0,37643.0,368.0,2.89,4459.0,656.36,33.95925709078605,62.5,1745.9347518514148,3.0,187.8471976427394,42128.0,Maria,Oeste,379,264.06641229404966,2024-09-27 22:05:04.294138,Efectivo,114.93358770595034,Media,0.6967451511716349
Iceland,Historical,EV stock,Cars,BEV,2014,Vehicles,240.0,54964.83889231595,425.6472577835246,1.83,1849.0,356.49,62.8047323128816,172.87625019676386,1951.0,4.0,296.0,79141.0,Carlos,Norte,150,134.16709991323165,2024-10-02 22:05:04.294138,Tarjeta de Crédito,15.832900086768348,Baja,0.8944473327548776
Iceland,Historical,EV stock,Cars,FCEV,2014,Vehicles,3.0,52834.0,168.0,6.443387490319373,297.0,19.96,53.7964226913908,351.30215201242714,1399.0,2.0,115.0,86650.0,Carlos,Este,488,308.57784067575653,2024-10-02 22:05:04.294138,Efectivo,179.42215932424347,Media,0.6323316407290093
Iceland,Historical,EV sales,Cars,PHEV,2014,Vehicles,29.0,55357.60835682784,129.0,5.43,4507.0,232.56,80.0,620.16,1478.0,4.440637201380064,152.0,50167.91668290573,Carlos,Este,166,139.96829100332747,2024-10-18 22:05:04.294138,Transferencia,26.031708996672535,Baja,0.8431824759236595
Iceland,Historical,EV stock,Cars,PHEV,2014,Vehicles,52.0,54933.121991161526,571.0,1.07,1509.0,456.2162563260625,42.0,73.56,2403.0,5.0,230.0,66392.0,Carlos,Oeste,104,87.18053854766244,2024-10-02 22:05:04.294138,Transferencia,16.819461452337563,Baja,0.8382744091121388
Iceland,Historical,EV stock share,Cars,EV,2014,percent,0.150000005960464,54840.410519890414,471.0,11.01,1049.534010492208,240.02,83.0,176.22,1750.37341667012,3.0,272.0,91658.0,Ana,Sur,208,129.43275220955155,2024-10-02 22:05:04.294138,Efectivo,78.56724779044845,Baja,0.6222728471613055
Iceland,Historical,EV sales share,Cars,EV,2014,percent,2.40000009536743,49133.0,354.29813754858634,6.464687249795383,1246.0,163.97,35.0,106.38,1452.0,6.0,114.0,44343.0,Ana,Norte,435,322.3465362310156,2024-10-12 22:05:04.294138,Efectivo,112.65346376898441,Media,0.7410265200713002
Iceland,Historical,EV sales,Cars,BEV,2014,Vehicles,200.0,33144.0,554.0,6.4631160067280735,3972.0,880.2,80.0,151.34923425965655,1802.0,6.0,240.0,60726.0,Carlos,Norte,462,410.09591416702517,2024-09-30 22:05:04.294138,Efectivo,51.90408583297483,Baja,0.8876534938680198
Iceland,Historical,EV charging points,EV,Publicly available fast,2014,charging points,6.0,58615.0,412.0,10.97,2264.868478621686,367.67,63.0,152.91,1422.0,7.0,154.0,50167.294895087216,Pedro,Este,414,280.12908541018777,2024-10-01 22:05:04.294138,Tarjeta de Crédito,133.87091458981223,Media,0.6766403029231589
Iceland,Historical,EV charging points,EV,Publicly available fast,2015,charging points,11.0,52909.0,364.0,4.39,2202.0,320.61,71.0,195.05,1981.0,2.0,102.0,13731.0,Carlos,Este,189,119.67870834866729,2024-10-07 22:05:04.294138,Transferencia,69.32129165133271,Baja,0.6332206790934777
Iceland,Historical,EV charging points,EV,Publicly available slow,2015,charging points,11.0,42412.0,494.0,6.461314008350984,1147.0,226.65,21.0,42.51,1747.3805662173932,7.0,88.0,50172.37099060649,Luis,Oeste,462,337.67170279588476,2024-09-19 22:05:04.294138,Tarjeta de Crédito,124.32829720411524,Media,0.7308911315928242
Iceland,Historical,EV sales,Cars,BEV,2015,Vehicles,390.0,42173.0,260.1008798424134,7.13,1722.0,143.27,70.0,336.54,1748.195829033972,6.0,195.0,76493.0,Pedro,Norte,155,109.1088474281906,2024-09-20 22:05:04.294138,Transferencia,45.8911525718094,Baja,0.7039280479238104
Iceland,Historical,EV sales share,Cars,EV,2015,percent,3.90000009536743,61746.0,542.0,6.77,1968.868692320233,466.12,34.0,-31.07856994475526,1929.0,5.0,171.0,50166.40197781368,Pedro,Oeste,216,145.26981862989945,2024-10-17 22:05:04.294138,Transferencia,70.73018137010055,Baja,0.6725454566199048
Iceland,Historical,EV stock share,Cars,EV,2015,percent,0.360000014305115,64816.0,321.0,6.418145086351249,4576.0,587.56,88.0,274.14,1747.8366273805752,7.0,149.0,5107.0,Luis,Oeste,452,394.51995653597925,2024-09-25 22:05:04.294138,Efectivo,57.48004346402075,Baja,0.8728317622477417
Iceland,Historical,EV stock,Cars,PHEV,2015,Vehicles,140.0,51310.0,557.0,2.88,2973.0,662.38,67.81259403410864,107.72,1708.0,7.0,199.0,50169.37913457,Maria,Norte,334,281.3180833443559,2024-09-29 22:05:04.294138,Transferencia,52.6819166556441,Baja,0.842269710611844
Iceland,Historical,EV sales,Cars,PHEV,2015,Vehicles,170.0,77835.0,107.0,4.08,1830.191080514271,3.77,44.0,411.21,2024.0,4.514064697876824,251.0,50161.58893539389,Ana,Este,327,287.3813635197457,2024-10-03 22:05:04.294138,Tarjeta de Crédito,39.61863648025428,Baja,0.8788420902744517
Iceland,Historical,EV stock,Cars,FCEV,2015,Vehicles,4.0,45559.0,550.0,11.06,2626.0,577.72,73.0,132.73,2274.0,4.507750360961175,191.0,17206.0,Ana,Oeste,215,133.38164095654298,2024-10-17 22:05:04.294138,Efectivo,81.61835904345702,Baja,0.6203797253792697
Iceland,Historical,EV stock,Cars,BEV,2015,Vehicles,570.0,55594.0,322.0,6.82,1788.0,230.29,52.0,161.49,1719.0,4.506292327490913,98.0,56492.0,Luis,Oeste,370,266.3976771075081,2024-10-07 22:05:04.294138,Transferencia,103.60232289249188,Media,0.7199937219121841
Iceland,Historical,EV stock,Cars,BEV,2016,Vehicles,960.0,42695.0,97.89532956982038,9.29,2195.0,124.68,96.0,676.06,1092.0,2.0,217.0,50172.115456453794,Luis,Este,316,204.33030023595896,2024-10-10 22:05:04.294138,Efectivo,111.66969976404104,Media,0.6466148741644271
Iceland,Historical,EV stock,Cars,FCEV,2016,Vehicles,3.0,69965.0,298.0,11.26,1512.0,180.23,57.0,191.28,1246.0,4.0,128.0,27963.0,Ana,Sur,157,132.82088497216415,2024-09-28 22:05:04.294138,Tarjeta de Crédito,24.17911502783585,Baja,0.8459928979118736
Iceland,Historical,EV sales,Cars,PHEV,2016,Vehicles,780.0,45823.0,448.61906394295306,3.18,3923.0,707.71,38.0,84.26,2433.0,3.0,187.35740973490852,50170.88684106704,Luis,Este,356,263.54145286628375,2024-10-04 22:05:04.294138,Tarjeta de Crédito,92.45854713371625,Baja,0.7402849799614712
Iceland,Historical,EV stock,Cars,PHEV,2016,Vehicles,600.0,43882.0,213.0,2.82,4769.0,406.32,27.0,126.76,1152.0,3.0,187.35776919826296,71141.0,Luis,Oeste,253,190.93223993836892,2024-09-21 22:05:04.294138,Tarjeta de Crédito,62.06776006163108,Baja,0.754672885131893
Iceland,Historical,EV stock share,Cars,EV,2016,percent,0.75,69230.0,520.0,8.04,218.0,45.34,69.0,132.69,1195.0,4.0,185.91400679539487,89792.0,Carlos,Oeste,106,89.42155316836833,2024-10-12 22:05:04.294138,Transferencia,16.578446831631666,Baja,0.843599558192154
Iceland,Historical,EV sales share,Cars,EV,2016,percent,6.30000019073486,54853.686671160285,537.0,9.14,914.0,196.33,41.0,-9.963607245726052,1748.9123748092825,4.0,101.0,50168.65659496189,Ana,Sur,471,295.62971555331757,2024-10-13 22:05:04.294138,Tarjeta de Crédito,175.37028444668243,Media,0.6276639396036466
Iceland,Historical,EV sales,Cars,BEV,2016,Vehicles,380.0,54882.95581316624,162.0,7.35,1056.0,-50.64813289183218,41.0,282.0606077909632,1938.0,7.0,95.0,50168.63686701547,Ana,Oeste,309,215.4648546824503,2024-09-24 22:05:04.294138,Transferencia,93.5351453175497,Baja,0.6972972643444993
Iceland,Historical,EV charging points,EV,Publicly available fast,2016,charging points,40.0,41937.0,140.0,9.04,757.0,42.39,39.0,278.57,2231.0,5.0,187.75214434533495,50172.59384255399,Carlos,Oeste,305,273.4715234832491,2024-10-02 22:05:04.294138,Transferencia,31.528476516750914,Baja,0.8966279458467183
Iceland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,11.0,75473.0,555.0,9.75,1221.0,271.06,85.0,153.15,1885.0,5.0,144.0,70234.0,Maria,Norte,265,191.63853547678548,2024-10-13 22:05:04.294138,Efectivo,73.36146452321452,Baja,0.7231642848180584
Iceland,Historical,EV charging points,EV,Publicly available fast,2017,charging points,36.0,47440.0,531.7933135894352,9.28,2961.0,697.61,43.0,73.01,1736.0,5.0,226.0,50170.54806041359,Ana,Este,273,225.77374573232677,2024-09-25 22:05:04.294138,Transferencia,47.22625426767323,Baja,0.8270100576275706
Iceland,Historical,EV charging points,EV,Publicly available slow,2017,charging points,32.0,67551.0,108.0,11.61,1815.0,78.41,55.0,385.9224898314072,1568.0,6.0,185.89586453119455,62686.0,Maria,Oeste,202,137.9050975918151,2024-09-19 22:05:04.294138,Efectivo,64.09490240818491,Baja,0.6826985029297777
Iceland,Historical,EV sales,Cars,BEV,2017,Vehicles,840.0,49883.0,197.0,9.37,552.0,43.5,91.0,461.93,1748.3813723184142,3.0,191.0,50170.22625032549,Ana,Oeste,363,269.6009887059856,2024-10-02 22:05:04.294138,Transferencia,93.39901129401437,Baja,0.7427024482258557
Iceland,Historical,EV sales share,Cars,EV,2017,percent,14.0,43604.0,371.5971955356186,10.82,3874.0,582.65,20.0,53.19,1748.5472301360785,5.0,227.0,92094.0,Ana,Este,225,165.30383817797374,2024-10-09 22:05:04.294138,Transferencia,59.696161822026255,Baja,0.7346837252354389
Iceland,Historical,EV stock share,Cars,EV,2017,percent,1.70000004768372,68254.0,378.0,3.17,3147.0,475.83,25.0,66.14,1748.8471571087491,2.0,188.0,14593.0,Luis,Norte,409,288.81179786622477,2024-10-14 22:05:04.294138,Efectivo,120.18820213377523,Media,0.7061413150763441
Iceland,Historical,EV stock,Cars,PHEV,2017,Vehicles,2200.0,36816.0,540.0,7.3,2533.368039699784,552.495610268186,74.01213484204337,155.56,1110.0,3.0,107.0,78886.0,Luis,Oeste,463,325.903814887832,2024-10-17 22:05:04.294138,Transferencia,137.09618511216797,Media,0.7038959284834385
Iceland,Historical,EV sales,Cars,PHEV,2017,Vehicles,2200.0,38983.0,160.0,7.07,662.0,42.37,23.0,143.75,1488.0,5.0,245.0,13161.0,Pedro,Sur,158,102.26883375148552,2024-10-02 22:05:04.294138,Efectivo,55.731166248514484,Baja,0.6472710996929463
Iceland,Historical,EV stock,Cars,FCEV,2017,Vehicles,2.0,51927.0,514.0,5.03,4237.0,779.1853527371429,32.0,62.26,1748.9793521640624,7.0,246.0,78330.0,Carlos,Este,441,347.37356269628145,2024-09-29 22:05:04.294138,Tarjeta de Crédito,93.62643730371855,Baja,0.7876951535063071
Iceland,Historical,EV stock,Cars,BEV,2017,Vehicles,1700.0,55153.87151260619,502.0,2.83,3356.0,673.88,45.0,49.8001639046916,1417.0,4.0,215.0,92446.0,Ana,Norte,136,96.65880388621875,2024-09-29 22:05:04.294138,Efectivo,39.34119611378125,Baja,0.7107264991633732
Iceland,Historical,EV stock,Cars,BEV,2018,Vehicles,2400.0,58229.0,503.0,6.352960155913041,4815.0,968.78,32.0,63.62,1052.0,2.0,79.0,11887.0,Maria,Oeste,441,350.04427988949226,2024-10-16 22:05:04.294138,Efectivo,90.95572011050774,Baja,0.7937512015634746
Iceland,Historical,EV stock,Cars,FCEV,2018,Vehicles,17.0,64460.0,185.38826276574864,6.472651200672077,4608.0,481.05238156678246,74.05242033776229,414.47,1749.407887758707,3.0,212.0,50165.15233153353,Luis,Sur,131,79.52853093816816,2024-10-15 22:05:04.294138,Efectivo,51.47146906183184,Baja,0.6070880224287646
Iceland,Historical,EV sales,Cars,PHEV,2018,Vehicles,2900.0,55071.924728664,273.0,7.07,2199.4166056837907,217.64,75.0,331.8094404406757,1747.22616269992,4.0,177.0,8816.0,Luis,Norte,158,96.44776768898778,2024-10-03 22:05:04.294138,Tarjeta de Crédito,61.55223231101222,Baja,0.6104289094239733
Iceland,Historical,EV stock,Cars,PHEV,2018,Vehicles,5600.0,45224.0,196.0,6.520512553194576,4427.0,347.08,56.61629875884043,301.02,1123.0,4.47694169149266,124.0,12354.0,Pedro,Sur,279,205.39644553018553,2024-10-16 22:05:04.294138,Efectivo,73.60355446981447,Baja,0.7361879768107008
Iceland,Historical,EV sales,Cars,FCEV,2018,Vehicles,16.0,75718.0,118.0,3.74,2111.441538291348,66.93,69.0,584.75,1255.0,5.0,232.0,80676.0,Luis,Oeste,366,298.15620789722703,2024-10-04 22:05:04.294138,Tarjeta de Crédito,67.84379210277297,Baja,0.8146344478066312
Iceland,Historical,EV stock share,Cars,EV,2018,percent,3.40000009536743,68512.0,463.0,5.46,567.0,105.01,29.0,62.63,1750.6118571185507,5.0,254.0,50164.59746771424,Carlos,Oeste,241,202.39036864231227,2024-10-09 22:05:04.294138,Tarjeta de Crédito,38.60963135768773,Baja,0.8397940607564824
Iceland,Historical,EV sales share,Cars,EV,2018,percent,20.0,52022.0,236.0,9.48,2442.0,230.52,59.50647943111569,300.85,1704.0,5.0,116.0,14341.0,Carlos,Oeste,321,266.10874268686973,2024-10-05 22:05:04.294138,Tarjeta de Crédito,54.89125731313027,Baja,0.8289991984014633
Iceland,Historical,EV sales,Cars,BEV,2018,Vehicles,780.0,50028.0,574.0,6.385550311966931,4112.0,944.12,44.0,76.66,1374.0,5.0,159.0,32713.0,Maria,Este,345,287.3065402719347,2024-10-02 22:05:04.294138,Transferencia,57.69345972806531,Baja,0.8327725804983614
Iceland,Historical,EV charging points,EV,Publicly available fast,2018,charging points,55.0,55086.0682912003,329.0,11.63,2533.626308525828,329.6708645565206,53.03728497158444,194.53,1748.516576289194,4.493015661884872,101.0,46335.0,Luis,Oeste,486,367.6243223277972,2024-09-26 22:05:04.294138,Tarjeta de Crédito,118.37567767220281,Media,0.7564286467650148
Iceland,Historical,EV charging points,EV,Publicly available slow,2018,charging points,40.0,44270.0,137.0,11.24,4230.0,231.8,98.28256967632302,569.34,1747.054902521226,4.0,187.34733840334056,50171.30959472753,Maria,Norte,374,328.698828119849,2024-10-10 22:05:04.294138,Tarjeta de Crédito,45.301171880151,Baja,0.8788738719782059
Iceland,Historical,EV charging points,EV,Publicly available fast,2019,charging points,150.0,73917.0,370.0457895494073,6.425094300889664,887.0,136.95,52.16330188256097,158.03,2125.0,5.0,185.57594717291428,72407.0,Maria,Oeste,269,220.3927559194218,2024-09-23 22:05:04.294138,Efectivo,48.6072440805782,Baja,0.8193039253510104
Iceland,Historical,EV charging points,EV,Publicly available slow,2019,charging points,110.0,64763.0,434.4564221280409,9.97,2200.0,392.5440107856501,48.39343675251894,89.97,1956.0,3.0,282.0,46898.0,Carlos,Sur,123,84.96389266897773,2024-10-07 22:05:04.294138,Tarjeta de Crédito,38.036107331022265,Baja,0.6907633550323393
Iceland,Historical,EV sales,Cars,BEV,2019,Vehicles,1100.0,59654.0,197.0,8.87,4893.0,528.0383958414709,58.0,294.42,1749.569156323395,3.0,296.0,72026.0,Luis,Norte,394,258.80715308906707,2024-10-09 22:05:04.294138,Transferencia,135.19284691093293,Media,0.6568709469265662
Iceland,Historical,EV sales share,Cars,EV,2019,percent,26.0,55022.10023599846,130.0,6.480151528968034,2334.74898903595,103.74,103.90379582678725,623.08,1726.0,5.0,136.0,97854.0,Luis,Norte,379,323.0123898881024,2024-10-18 22:05:04.294138,Efectivo,55.987610111897595,Baja,0.8522754350609563
Iceland,Historical,EV stock share,Cars,EV,2019,percent,4.69999980926514,38174.0,542.9520274242747,3.97,3628.0,817.03,43.0,76.38,1566.0,2.0,107.0,50173.22828004301,Ana,Este,269,208.61051982494627,2024-10-04 22:05:04.294138,Efectivo,60.389480175053734,Baja,0.7755037911708039
Iceland,Historical,EV sales,Cars,FCEV,2019,Vehicles,7.0,66379.0,513.0,1.61,2558.184607630384,526.2234756831829,77.0,150.1,1750.7284747501035,4.491439213623659,186.0012909694077,70563.0,Pedro,Sur,472,390.42745765021016,2024-09-21 22:05:04.294138,Efectivo,81.57254234978984,Baja,0.82717681705553
Iceland,Historical,EV stock,Cars,PHEV,2019,Vehicles,7500.0,64790.0,346.0,8.45,3082.0,426.55,62.0,225.12005701177964,1838.0,5.0,251.0,3244.0,Maria,Norte,240,192.0248795004968,2024-10-01 22:05:04.294138,Transferencia,47.97512049950319,Baja,0.8001036645854034
Iceland,Historical,EV sales,Cars,PHEV,2019,Vehicles,2000.0,32421.0,395.0221460259016,7.97,3770.133482167045,598.24,23.0,42.69375496530376,1189.0,5.0,145.0,99856.0,Ana,Oeste,481,336.78080198405974,2024-09-23 22:05:04.294138,Efectivo,144.21919801594026,Media,0.7001679874928477
Iceland,Historical,EV stock,Cars,FCEV,2019,Vehicles,31.0,74409.0,144.0,3.96,2042.0,117.62,54.83824635681893,355.2616383325966,1637.0,5.0,104.0,50344.0,Luis,Sur,477,404.7323768111418,2024-10-02 22:05:04.294138,Transferencia,72.26762318885818,Baja,0.8484955488703183
Iceland,Historical,EV stock,Cars,BEV,2019,Vehicles,3500.0,63465.0,348.1913923181126,7.04,484.0,58.71819017092725,20.0,64.208983043279,1443.0,3.0,95.0,6970.0,Maria,Oeste,157,104.89393786784717,2024-10-17 22:05:04.294138,Transferencia,52.10606213215283,Baja,0.6681142539353323
Iceland,Historical,EV stock,Cars,BEV,2020,Vehicles,5400.0,66332.0,515.0,6.382688116592038,4712.0,970.67,62.79669304238239,115.8070283500734,1749.607044246405,4.0,221.0,50164.55772612477,Maria,Oeste,270,215.55935980592565,2024-10-08 22:05:04.294138,Transferencia,54.44064019407435,Baja,0.7983679992812062
Iceland,Historical,EV stock,Cars,FCEV,2020,Vehicles,30.0,48104.0,298.0,3.61,3737.0,445.45,97.0,325.5,2182.0,5.0,168.0,67294.0,Luis,Este,238,170.53800515367837,2024-10-16 22:05:04.294138,Efectivo,67.46199484632163,Baja,0.7165462401415058
Iceland,Historical,EV sales,Cars,PHEV,2020,Vehicles,2400.0,55199.484427004485,555.0,11.54,3434.0,762.35,47.0,84.68,2207.0,4.0,83.0,65933.0,Pedro,Norte,202,149.61665834772782,2024-10-17 22:05:04.294138,Tarjeta de Crédito,52.38334165227218,Baja,0.7406765264739001
Iceland,Historical,EV stock,Cars,PHEV,2020,Vehicles,9600.0,63755.0,104.75501531827696,6.517255618586841,4263.0,250.66,39.0,265.31,2109.0,7.0,220.0,18270.0,Pedro,Norte,188,166.70382131268678,2024-10-07 22:05:04.294138,Tarjeta de Crédito,21.296178687313216,Baja,0.8867224537908871
Iceland,Historical,EV sales,Cars,FCEV,2020,Vehicles,1.0,77991.0,203.0,4.48,2568.9250149263,207.98898125464808,86.0,423.65,2150.0,7.0,185.17418364125515,85002.0,Maria,Norte,132,115.82145202668436,2024-10-12 22:05:04.294138,Transferencia,16.178547973315645,Baja,0.8774352426263966
Iceland,Historical,EV stock share,Cars,EV,2020,percent,6.5,59185.0,412.0,6.4796799838413,906.4360620879196,162.33,75.0,225.5368667327674,1978.0,4.0,274.0,65206.0,Ana,Este,395,289.17423787317614,2024-10-09 22:05:04.294138,Efectivo,105.82576212682386,Media,0.7320866781599396
Iceland,Historical,EV sales share,Cars,EV,2020,percent,52.0,39970.0,421.0,4.42,2492.380699466968,421.05933174703085,46.97918069400184,95.01,1527.0,4.0,187.80652711082405,84567.0,Luis,Oeste,353,256.7500856904385,2024-09-19 22:05:04.294138,Tarjeta de Crédito,96.24991430956152,Baja,0.7273373532307039
Iceland,Historical,EV sales,Cars,BEV,2020,Vehicles,2500.0,66068.0,537.0,3.01,1329.0,285.47,76.56360538897995,156.42,2038.0,6.0,75.0,23860.0,Ana,Sur,230,206.36687134847475,2024-10-02 22:05:04.294138,Tarjeta de Crédito,23.633128651525254,Baja,0.8972472667324989
Iceland,Historical,EV charging points,EV,Publicly available fast,2020,charging points,190.0,50918.0,511.0,4.23,2543.0,519.79,69.85635649164449,150.68,2065.0,2.0,162.0,23653.0,Ana,Oeste,369,267.42319286564674,2024-10-03 22:05:04.294138,Tarjeta de Crédito,101.57680713435326,Media,0.7247240999069018
Iceland,Historical,EV charging points,EV,Publicly available slow,2020,charging points,290.0,79503.0,288.0,7.39,3936.0,453.43,86.0,356.1396178074931,2027.0,6.0,184.98828369846663,50160.72921072087,Pedro,Este,145,100.16509403956798,2024-09-29 22:05:04.294138,Efectivo,44.834905960432025,Baja,0.6907937519970205
Iceland,Historical,EV charging points,EV,Publicly available fast,2021,charging points,120.0,74577.0,393.0,3.32,1399.7918823594157,218.04,38.28166140748914,63.61,1752.3324377833508,4.539739036177625,134.0,81919.0,Maria,Oeste,219,169.53744227298503,2024-10-11 22:05:04.294138,Transferencia,49.46255772701497,Baja,0.7741435720227627
Iceland,Historical,EV charging points,EV,Publicly available slow,2021,charging points,560.0,70726.0,184.0,6.412691601179181,3229.814290559016,291.75,92.0,500.0,1408.0,4.0,99.0,50163.48940802947,Maria,Oeste,330,200.00959908633462,2024-09-21 22:05:04.294138,Tarjeta de Crédito,129.99040091366538,Media,0.606089694201014
Iceland,Historical,EV sales,Cars,BEV,2021,Vehicles,4200.0,56676.0,318.0,6.88,1721.0,197.99685153719105,50.0,157.23,1376.0,2.0,90.0,52071.0,Ana,Norte,128,77.1069460235449,2024-10-17 22:05:04.294138,Efectivo,50.89305397645511,Baja,0.6023980158089445
Iceland,Historical,EV sales share,Cars,EV,2021,percent,70.0,68739.0,354.0,9.01,1512.0,214.1,45.76364405882177,138.42,1030.0,3.0,185.83240462419027,20237.0,Luis,Sur,107,80.66934918608766,2024-09-27 22:05:04.294138,Efectivo,26.330650813912342,Baja,0.7539191512718473
Iceland,Historical,EV stock share,Cars,EV,2021,percent,9.30000019073486,64091.0,182.0,5.65,1939.0,87.63236066900555,43.0,236.26,1748.2819175667305,6.0,186.12783257314547,6646.0,Luis,Este,498,436.36085937800897,2024-10-16 22:05:04.294138,Tarjeta de Crédito,61.63914062199103,Baja,0.8762266252570461
Iceland,Historical,EV sales,Cars,FCEV,2021,Vehicles,3.0,34031.0,509.0,11.18,1073.0,218.46,58.0,113.95,1979.0,7.0,164.0,73207.0,Pedro,Este,457,324.9801854754067,2024-09-30 22:05:04.294138,Efectivo,132.0198145245933,Media,0.7111163795960759
Iceland,Historical,EV stock,Cars,PHEV,2021,Vehicles,13000.0,55388.0,452.0,9.15,3974.0,718.5,44.32121886508797,57.52,2328.0,7.0,133.0,49471.0,Luis,Sur,157,106.95664459190986,2024-10-07 22:05:04.294138,Efectivo,50.043355408090136,Baja,0.6812525133242666
Iceland,Historical,EV sales,Cars,PHEV,2021,Vehicles,4900.0,41399.0,500.34471849830777,1.12,3426.0,674.24,31.0,-4.18754698156431,1414.0,5.0,169.0,71019.0,Carlos,Este,300,180.21108908068823,2024-10-01 22:05:04.295136,Tarjeta de Crédito,119.78891091931177,Media,0.6007036302689608
Iceland,Historical,EV stock,Cars,FCEV,2021,Vehicles,31.0,32234.0,144.0,9.36,1352.0,-9.067494178917627,91.0,631.94,2467.0,4.0,157.0,2160.0,Pedro,Norte,494,308.1587353218108,2024-09-23 22:05:04.295136,Efectivo,185.8412646781892,Media,0.6238031079388883
Iceland,Historical,EV stock,Cars,BEV,2021,Vehicles,8500.0,59798.0,501.0,7.97,4145.850611302667,759.52,86.0,204.8899180269239,1167.0,7.0,238.0,72205.0,Luis,Este,168,103.07902501195652,2024-10-01 22:05:04.295136,Transferencia,64.92097498804348,Baja,0.6135656250711697
